Country,Year,"Annual freshwater withdrawals, total (% of internal resources)","Annual freshwater withdrawals, total (billion cubic meters)",Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,People using at least basic drinking water services (% of population),Households with water 30 minutes or longer away round trip (%),Households with water less than 30 minutes away round trip (%),Households with water on the premises (%),People using safely managed drinking water services (% of population),"Population, total",Public private partnerships investment in water and sanitation (current US$),Investment in water and sanitation with private participation (current US$),Expected to give gifts to get a water connection (% of firms),Percent of firms expected to give gifts to get a water connection,Delay in obtaining a water connections (days),Number of water insufficiencies in a typical month,Renewable internal freshwater resources per capita (cubic meters),"Renewable internal freshwater resources, total (billion cubic meters)",worldbank IncomeGroup
Azerbaijan,2017,0.0,0.0,0.0,91.3857399436573,0.0,0.0,0.0,73.5643314527719,9854033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Bulgaria,2006,0.0,0.0,0.0,99.5740494271076,0.0,0.0,0.0,96.6754962644985,7601022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Bulgaria,2007,29.5333333333333,6.202,0.0,99.5292523802325,0.0,0.0,0.0,96.632003238326,7545338.0,0.0,0.0,0.0,0.8,0.0,0.4,2783.17551844596,21.0,UMICs
Bulgaria,2008,0.0,0.0,0.0,99.4849531813992,0.0,0.0,0.0,96.5889935680759,7492561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Bulgaria,2009,0.0,0.0,0.0,99.4411325941349,0.0,0.0,0.0,96.709816152216,7444443.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,UMICs
Bulgaria,2010,0.0,0.0,0.0,99.3977930842797,0.0,0.0,0.0,96.8309634085842,7395599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Bulgaria,2011,0.0,0.0,0.0,99.3549268449982,0.0,0.0,0.0,96.9524300901463,7348328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Bulgaria,2012,27.2142857142857,5.715,0.0,99.3125728565398,0.0,0.0,0.0,97.0742566311588,7305888.0,0.0,0.0,0.0,0.0,0.0,0.0,2874.39391351195,21.0,UMICs
Bulgaria,2013,0.0,0.0,0.0,99.2707184969149,0.0,0.0,0.0,97.0345580007439,7265115.0,0.0,0.0,0.0,1.1,0.0,0.1,0.0,0.0,UMICs
Bulgaria,2014,27.2142857142857,0.0,40.65,99.2293620664151,0.0,0.0,0.0,97.0116481886528,7223938.0,0.0,0.0,0.0,0.0,0.0,0.0,2907.00169353613,21.0,UMICs
Bulgaria,2015,0.0,5.629,41.84814,99.1885180608924,0.0,0.0,0.0,96.9892616249367,7177991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Bulgaria,2016,0.0,0.0,0.0,99.1481753394065,0.0,0.0,0.0,96.9673381433233,7127822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Bulgaria,2017,0.0,0.0,0.0,99.1083428248685,0.0,0.0,0.0,96.9459351944963,7075947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Bahrain,2000,0.0,0.0,0.0,99.8979443202155,0.0,0.0,0.0,98.7992806351921,664611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Bosnia and Herzegovina,2008,0.0,0.0,0.0,96.8107521056587,0.0,0.0,0.0,88.3067599352738,3754271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Bosnia and Herzegovina,2009,0.0,0.0,0.0,96.7414514876631,0.0,0.0,0.0,88.4222158603459,3735938.0,0.0,0.0,0.0,5.5,0.0,0.2,0.0,0.0,UMICs
Bosnia and Herzegovina,2010,0.0,0.0,0.0,96.6694948466335,0.0,0.0,0.0,88.5367330429031,3705472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Bosnia and Herzegovina,2011,0.0,0.0,0.0,96.5948668245824,0.0,0.0,0.0,88.6503365798738,3661175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Bosnia and Herzegovina,2012,0.926760563380282,0.329,0.0,96.4500304383974,0.0,0.0,0.0,88.7022923556018,3604972.0,0.0,0.0,0.0,0.0,0.0,0.0,9847.51060479804,35.5,UMICs
Bosnia and Herzegovina,2013,0.0,0.3279,0.0,96.3520022855108,0.0,0.0,0.0,88.7976801129891,3542605.0,0.0,0.0,0.0,7.1,0.0,0.3,0.0,0.0,UMICs
Bosnia and Herzegovina,2014,0.923661971830986,0.0,1.434007,96.1681279465937,0.0,0.0,0.0,88.8171851442859,3482104.0,0.0,0.0,0.0,0.0,0.0,0.0,10194.9855604543,35.5,UMICs
Bosnia and Herzegovina,2015,0.0,0.0,0.0,96.1598440894736,0.0,0.0,0.0,88.8251276085221,3429361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Bosnia and Herzegovina,2016,0.0,0.0,0.0,96.151261804966,0.0,0.0,0.0,88.833356201408,3386267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Bosnia and Herzegovina,2017,0.0,0.0,0.0,96.1423560850213,0.0,0.0,0.0,88.8418949003658,3351527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Belarus,2007,5.01764705882353,0.0,0.0,98.3239681512303,0.0,0.0,0.0,86.4328199778581,9560953.0,0.0,0.0,0.0,0.0,0.0,0.0,3556.13085850333,34.0,UMICs
Belarus,2008,0.0,0.0,0.0,98.0649968479667,0.0,0.0,0.0,87.6683027998955,9527985.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,UMICs
Belarus,2009,0.0,0.0,0.0,97.8036922389033,0.0,0.0,0.0,88.8723937617005,9506765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Belarus,2010,0.0,1.548,0.0,97.5393139770895,0.0,0.0,0.0,90.0545636710756,9490583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Belarus,2011,0.0,0.0,0.0,97.2720429427957,0.0,0.0,0.0,91.2050963814473,9473172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Belarus,2012,4.55294117647059,0.0,0.0,97.0021589004227,0.0,0.0,0.0,92.3205651205498,9464495.0,0.0,0.0,0.0,0.0,0.0,0.0,3592.37339129029,34.0,UMICs
Belarus,2013,0.0,1.514,0.0,96.7297139474666,0.0,0.0,0.0,93.4016547570151,9465997.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,UMICs
Belarus,2014,4.45294117647059,0.0,4.543967,96.4547857810254,0.0,0.0,0.0,94.4490434298034,9474511.0,0.0,0.0,0.0,0.0,0.0,0.0,3588.57570591242,34.0,UMICs
Belarus,2015,0.0,0.0,0.0,96.4644434080079,0.0,0.0,0.0,94.4733153147193,9489616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Belarus,2016,0.0,0.0,0.0,96.474183664476,0.0,0.0,0.0,94.4974324499365,9501534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Belarus,2017,0.0,0.0,0.0,96.4839711880651,0.0,0.0,0.0,94.5213903013651,9498264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Belize,2002,0.661861074705111,0.0,0.0,88.7324973722178,0.0,0.0,0.0,0.0,262378.0,0.0,0.0,0.0,0.0,0.0,0.0,58160.3640549131,15.26,UMICs
Belize,2003,0.0,0.0,0.0,89.3831104845485,0.0,0.0,0.0,0.0,269425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Belize,2004,0.0,0.0,0.0,90.0337996872725,0.0,0.0,0.0,0.0,276504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Belize,2005,0.0,0.0,0.0,90.6845524718499,0.0,0.0,0.0,0.0,283800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Belize,2006,0.0,0.0,0.0,91.3353788433258,0.0,0.0,0.0,0.0,291329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Belize,2007,0.0,0.0,0.0,91.9862764885025,0.0,0.0,0.0,0.0,299025.0,0.0,0.0,0.0,0.0,0.0,0.0,51032.5223643508,15.26,UMICs
Belize,2012,0.0,0.0,0.0,95.2385560624341,0.0,0.0,0.0,0.0,338000.0,0.0,0.0,0.0,0.0,0.0,0.0,45147.9289940828,15.26,UMICs
Belize,2013,0.0,0.0,0.0,95.8901849047226,0.0,0.0,0.0,0.0,345715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Belize,2014,0.0,0.0,0.687203,96.5422982256588,0.0,0.0,0.0,0.0,353366.0,0.0,0.0,0.0,0.0,0.0,0.0,43184.6866987769,15.26,UMICs
Belize,2015,0.0,0.0,0.0,97.1755950450055,0.0,0.0,0.0,0.0,360933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Belize,2016,0.0,0.0,0.0,97.5845395429573,0.0,0.0,0.0,0.0,368400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Belize,2017,0.0,0.0,0.0,97.9925797872174,0.0,0.0,0.0,0.0,375769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Brazil,2000,0.0,0.0,0.0,93.654286412118,0.0,0.0,0.0,0.0,174790340.0,711280000.0,711280000.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
